Nomor Identitias,Nama Stasiun,Merek Mesin,Jenis Konektor,Status Konektor,Status Instalasi,Port,Harga (Rp)
01.POSO.00.6408.003,SPKLU PLN SEPASO,Delta,AC (Tipe 2),finishing,Beroperasi,1,2466.78
,Grand Zuri BSD City 22 kW (2),WEEYU/ INJET,AC (Tipe 2),available,Beroperasi,1,
01.POSO.00.6409.006,SPKLU PLN UP3 NUSANTARA,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.6471.009,SPKLU BANK MANDIRI LANDMARK BALIKPAPAN,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
,Setiabudi Residence 22 kW (1),WEEYU/ INJET,AC (Tipe 2),available,Beroperasi,1,
01.POSO.00.5315.006,Parkir Polres Manggarai Barat,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.6401.001,SPKLU PLN ULP TANAH GROGOT,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3171.020,SPKLU PLN UID JAKARTA RAYA,DELTA,Mennekes (Tipe 2),charging,Beroperasi,4,2466.78
01.POSO.00.3171.019,SPKLU PLN UID JAKARTA RAYA,ABB,CHAdeMO,available,Beroperasi,3,2466.78
01.POSO.00.6471.008,SPKLU PLN KP MANGGAR,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.8271.002,SPKLU PANDARA KANANGA,Proteksindo,AC (Tipe 2),available,Beroperasi,1,2446.78
04.ROSO.00.3174.020,SPKLU Equity Tower,IOC Charger,AC (Tipe 2),charging,Beroperasi,1,
01.POSO.00.8171.002,SPKLU PLN Kantor Pelayanan Laha,Proteksindo,AC (Tipe 2),finishing,Beroperasi,1,2446.78
01.POSO.00.3674.028,SPKLU PP URBAN TOWN SERPONG,SINO,CCS2,charging,Beroperasi,1,2466.78
01.POSO.00.8272.001,SPKLU PLN ULP SOASIU TIDORE,Proteksindo,AC (Tipe 2),finishing,Beroperasi,1,2446.78
01.POSO.00.6409.007,SPKLU PLN UP3 NUSANTARA,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.8106.002,SPKLU PLN ULP PIRU,Proteksindo,AC (Tipe 2),finishing,Beroperasi,1,2446.78
01.POSO.00.8203.001,SPKLU PLN ULP TOBELO,Proteksindo,AC (Tipe 2),finishing,Beroperasi,1,2446.78
01.POSO.00.8272.002,SPKLU PLN ULP SOFIFI,Proteksindo,AC (Tipe 2),finishing,Beroperasi,1,2446.78
01.POSO.00.8171.003,SPKLU Mall ACC,Proteksindo,AC (Tipe 2),available,Beroperasi,1,2446.78
01.POSO.00.3171.020,SPKLU PLN UID JAKARTA RAYA,DELTA,CHAdeMO,available,Beroperasi,2,2466.78
01.POSO.00.3171.020,SPKLU PLN UID JAKARTA RAYA,DELTA,Mennekes (Tipe 2),available,Beroperasi,3,2466.78
,Setiabudi Residence 22 kW (2),WEEYU/ INJET,AC (Tipe 2),available,Beroperasi,1,
01.POSO.00.6409.005,SPKLU PLN UP3 NUSANTARA 3,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
,SPKLU PLN UID JAKARTA RAYA,DELTA,Mennekes (Tipe 2),,Beroperasi,4,2466.78
05.ROSO.00.3171.051,SPKLU Utomo Charge+ Thamrin Nine UOB Plaza Basement 2,Aurora 22 B2-196,AC (Tipe 2),charging,Beroperasi,1,
01.POSO.00.3202.001,SPKLU Dormitory IP Pelabuhan Ratu,PROTEKSINDO,AC (Tipe 2),available,Beroperasi,1,2466.78
04.ROSO.00.3171.012,SPKLU TCC Batavia,IOC Charger,AC (Tipe 2),charging,Beroperasi,1,
04.ROSO.00.3174.019,SPKLU Equity Tower,IOC Charger,AC (Tipe 2),charging,Beroperasi,1,
01.POSO.00.6372.002,KANTOR GUBERNUR KALIMANTAN SELATAN,Delta,AC (Tipe 2),available,Beroperasi,3,2466.78
01.POSO.00.3205.001,SPKLU KP LIMBANGAN,PHIHONG,AC (Tipe 2),available,Beroperasi,1,2466.78
01.PPOO.00.3201.003,SPKLU HVT Rest Area KM 45 Ciawi,PHIHONG,CCS2,available,Beroperasi,1,2466.78
,Park Royale T3 22 kW (1),WEEYU/ INJET,AC (Tipe 2),available,Beroperasi,1,
11.ROSO.00.3329.001,Astra Otopower,Altro,AC (Tipe 2),finishing,Beroperasi,1,
11.ROSO.00.3329.001,Astra Otopower,Altro,AC (Tipe 2),finishing,Beroperasi,2,
11.ROSO.00.3329.002,Astra Otopower,Altro,CCS1,finishing,Beroperasi,1,
11.ROSO.00.3329.002,Astra Otopower,Altro,CHAdeMO,finishing,Beroperasi,2,
11.ROSO.00.3329.002,Astra Otopower,Altro,AC (Tipe 2),finishing,Beroperasi,3,
01.POSO.00.5315.007,Parkir Polres Manggarai Barat,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
05.ROSO.00.3171.050,SPKLU Utomo Charge+ Thamrin Nine UOB Plaza Basement 2,Aurora 22 B2-194,AC (Tipe 2),charging,Beroperasi,1,
01.POSO.00.5171.028,SPKLU HAYAM WURUK,PHIHONG DC Wall Mount,CCS2,available,Beroperasi,2,2466.78
01.POSO.00.3201.014,SPKLU PLN ULP CITEUREUP,DELTA,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3209.004,Rest Area KM 208 B Ruas Palikanci,DELTA,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.6372.002,KANTOR GUBERNUR KALIMANTAN SELATAN,Delta,CHAdeMO,,Beroperasi,2,2466.78
01.POSO.00.3203.002,SPKLU ALUN-ALUN SINDANGBARANG,DELTA,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3325.002,Rest Area KM 379 A Ruas Batang-Semarang,SIGNET,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.3203.003,SPKLU Dinas Perhubungan Kabupaten Cianjur,DELTA,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3209.006,Rest Area KM 208 B Ruas Palikanci,DELTA,CCS2,available,Beroperasi,1,2466.78
05.ROSO.00.3171.052,SPKLU Utomo Charge+ Thamrin Nine UOB Plaza Basement 2,Aurora 22 B2-197,AC (Tipe 2),available,Beroperasi,1,
01.POSO.00.3205.002,SPKLU KP LIMBANGAN,PROTEKSINDO,CHAdeMO,,Beroperasi,2,2466.78
01.POSO.00.3209.006,Rest Area KM 208 B Ruas Palikanci,DELTA,CCS2,available,Beroperasi,2,2466.78
01.POSO.00.3271.005,SPKLU Alun-Alun Kota Bogor,PROTEKSINDO,AC (Tipe 2),available,Beroperasi,1,2466.78
05.ROSO.00.3171.049,SPKLU Utomo Charge+ Thamrin Nine UOB Plaza Basement 2,Aurora 22 B2-193,AC (Tipe 2),charging,Beroperasi,1,
,Jakarta Design Center 22 kW (2),WEEYU/ INJET,AC (Tipe 2),,Beroperasi,1,
01.POSO.00.3275.011,SPKLU PLN ULP MEDAN SATRIA,DELTA,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3201.004,SPKLU PLN CITRALAND CIBUBUR,DELTA,AC (Tipe 2),available,Beroperasi,1,2466.78
01.PPOO.00.3214.001,SPKLU HVT REST AREA KM 97 CIPULARANG,PHIHONG,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.3204.002,SPKLU PENDOPO SRI AGUNG JAYA MARGAASIH,DELTA,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.6472.007,SPKLU PLN UP3 Samarinda,Proteksindo,CCS2,,Beroperasi,2,2466.78
01.POSO.00.3211.002,SPKLU Hotel Emaki Jatinangor,PROTEKSINDO,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3205.002,SPKLU KP LIMBANGAN,PROTEKSINDO,AC (Tipe 2),available,Beroperasi,1,2466.78
01.PPOO.00.3276.004,SPKLU EV LOKA WAROENG KEBOENKOE,AUTEL MAXI,AC (Tipe 2),available,Beroperasi,1,2466.78
01.PPOO.00.3314.011,SPKLU Rest Area KM 538 B Tol Solo-Ngawi,ABB,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.3203.004,SPKLU PEMDA CIANJUR,DELTA,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3204.001,SPKLU GEDUNG BUDAYA SABILULUNGAN,DELTA,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3209.002,Rest Area KM 207 A Ruas Palikanci,ABB,CHAdeMO,available,Beroperasi,2,2466.78
01.PPOO.00.3273.007,SPKLU (ARISTA POWER) BYD BANDUNG,EV POWER,CCS2,available,Beroperasi,2,2466.78
01.POSO.00.3210.001,SPKLU Fieris Hotel Kertajati,DELTA,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.1306.001,SPKLU PLN ULP LUBUK BASUNG,Delta,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.1305.003,SPKLU LA PIT STOP CAR WASH,Teison,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.3205.002,SPKLU KP LIMBANGAN,PROTEKSINDO,CCS2,available,Beroperasi,3,2466.78
01.POSO.00.3209.001,Rest Area KM 207 A Ruas Palikanci,DELTA,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.3313.003,SPKLU MPP KARANGANYAR,CSE,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3217.002,SPKLU Kota Baru Parahyangan,DELTA,CHAdeMO,available,Beroperasi,1,2466.78
01.POSO.00.3209.005,Rest Area KM 208 B Ruas Palikanci,ABB,CHAdeMO,available,Beroperasi,2,2466.78
01.POSO.00.6112.004,SPKLU PLN UID KALBAR,Proteksindo,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.6112.002,SPKLU PLN ULP RASAU JAYA,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.6474.002,SPKLU PLN UP3 Bontang,Proteksindo,CHAdeMO,available,Beroperasi,3,2466.78
01.POSO.00.6302.001,SPKLU KANTOR PLN UP3 KOTABARU,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
,Park Royale T3 22 kW (2),WEEYU/ INJET,AC (Tipe 2),available,Beroperasi,1,
01.POSO.00.3273.010,SPKLU PLN GEOWISATA INN,PROTEKSINDO,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.6109.001,SPKLU PLN ULP SEKADAU,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.6103.001,SPKLU PLN ULP BALAI KARANGAN,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3174.054,SPKLU PLN Kantor Pusat,Delta,CCS2,available,Beroperasi,1,10000
,Jakarta Design Center 7 kW,WEEYU/ INJET,AC (Tipe 2),,Beroperasi,1,
01.POSO.00.6104.001,SPKLU PLN ULP TUMBANG TITI,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.6107.001,SPKLU PLN ULP SEI DURI,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.6171.001,SPKLU PLN ULP SIANTAN,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3273.019,SPKLU PLN ULP KOPO,DELTA,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3512.002,SPKLU PLN UP3 Situbondo,Delta - AC Mini Plus,AC (Tipe 2),available,Beroperasi,2,2466.78
01.POSO.00.6301.002,SPKLU PLN ULP PELAIHARI,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3512.003,SPKLU PLN UP3 Situbondo,Signet FC200K - 200 kW,CCS2,available,Beroperasi,2,2466.78
01.POSO.00.6203.001,SPKLU PLN UP3 KUALA KAPUAS,Proteksindo,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.6103.003,SPKLU PLN UP3 SANGGAU,Proteksindo,CCS2,available,Beroperasi,2,2466.78
04.ROSO.00.3171.011,SPKLU Jambuluwuk Thamrin Hotel,IOC Charger,AC (Tipe 2),finishing,Beroperasi,1,
01.PPOO.00.3578.015,Resto Ayam Goreng Gringging Lombok,Proteksindo DC EVDX-60,CHAdeMO,,Beroperasi,2,2466.78
06.ROSO.00.3174.123,The Harvest Senopati 22 kW,WEEYU/ INJET,AC (Tipe 2),available,Beroperasi,1,
01.POSO.00.6203.001,SPKLU PLN UP3 KUALA KAPUAS,Proteksindo,AC (Tipe 2),available,Beroperasi,2,2466.78
01.PPOO.00.3578.014,SPKLU PT PJB,PHIHONG DC Free Standing,CHAdeMO,finishing,Beroperasi,1,2466.78
01.POSO.00.6112.004,SPKLU PLN UID KALBAR,Proteksindo,AC (Tipe 2),,Beroperasi,2,2466.78
01.POSO.00.3575.001,SPKLU PLN UP3 PASURUAN,Delta - AC Mini Plus,AC (Tipe 2),available,Beroperasi,1,2466.78
05.ROSO.00.3578.004,SPKLU Utomo Charge+ Darmo Permai,Marvel 72,Mennekes (Tipe 2),unavailable,Beroperasi,1,2466
01.POSO.00.6101.001,SPKLU PLN ULP PEMANGKAT,Proteksindo,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3575.002,SPKLU PLN UP3 PASURUAN,PHIHONG DC Wall Mount,CHAdeMO,finishing,Beroperasi,1,2466.78
01.POSO.00.7471.002,SPKLU PLN ULP Wua Wua,DELTA,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3217.002,SPKLU Kota Baru Parahyangan,DELTA,CCS2,charging,Beroperasi,2,2466.78
01.POSO.00.6103.003,SPKLU PLN UP3 SANGGAU,Proteksindo,CHAdeMO,available,Beroperasi,3,2466.78
01.POSO.00.6103.002,SPKLU PLN KJ TAYAN,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3575.002,SPKLU PLN UP3 PASURUAN,PHIHONG DC Wall Mount,CCS2,available,Beroperasi,2,2466.78
01.POSO.00.3509.001,SPKLU PLN UP3 JEMBER,Delta - AC Mini Plus,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.6474.002,SPKLU PLN UP3 Bontang,Proteksindo,CCS2,,Beroperasi,2,2466.78
01.POSO.00.3403.001,SPKLU PLN ULP WONOSARI,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.6112.003,SPKLU PLN ULP KAKAP,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.6371.001,SPKLU PLN ULP AHMAD YANI,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.6271.002,SPKLU PLN ULP Palangka Raya Barat,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
,Menara BTPN Charging Station,Wallbox,AC (Tipe 2),,Beroperasi,1,
01.POSO.00.3273.010,SPKLU PLN GEOWISATA INN,PROTEKSINDO,CCS2,available,Beroperasi,2,2466.78
01.POSO.00.1372.002,SPKLU PLN UP3 SOLOK,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3510.002,SPKLU Rest Area Grand New Watudodol,Delta - AC Mini Plus,AC (Tipe 2),available,Beroperasi,1,2466.78
01.PPOO.00.3578.015,Resto Ayam Goreng Gringging Lombok,Proteksindo DC EVDX-60,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3510.001,SPKLU PLN UP3 Banyuwangi,Delta - AC Mini Plus,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.6201.001,SPKLU PLN ULP PANGKALAN BUN,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.6110.001,SPKLU PLN ULP NANGA PINOH,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.6171.003,SPKLU PLN UP3 PONTIANAK,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
,SPKLU Sequis Tower,IOC Charger,AC (Tipe 2),,Beroperasi,2,
01.POSO.00.6211.001,SPKLU PLN ULP PULANG PISAU,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.6202.001,SPKLU PLN ULP SAMPIT,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.6307.001,SPKLU PLN UP3 BARABAI,Proteksindo,AC (Tipe 2),available,Beroperasi,2,2466.78
01.POSO.00.6102.001,SPKLU Sungai Pinyuh,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.7371.016,SPKLU PLN UP3 Makassar Utara,CHARGECORE,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.5271.004,SPKLU SANTIKA MATARAM,Delta,AC (Tipe 2),available,Beroperasi,3,2466.78
05.ROSO.00.3216.020,SPKLU Utomo Charge+ AEON Mall Deltamas,Turbo 600,CCS2,available,Beroperasi,2,
01.POSO.00.3273.016,SPKLU PLN UIP JBT,DELTA,CHAdeMO,available,Beroperasi,1,2466.78
01.POSO.00.3202.002,SPKLU PLN ULP CIBADAK,DELTA,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3303.001,SPKLU PLN ULP PURBALINGGA,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3216.004,SPKLU PLN ULP BABELAN,DELTA,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3279.001,SPKLU PLN ULP BANJAR,DELTA,CHAdeMO,,Beroperasi,2,2466.78
01.POSO.00.7471.004,SPKLU PLN ULP Wua Wua,PHIHONG,CHAdeMO,finishing,Beroperasi,1,2466.78
01.POSO.00.3273.017,SPKLU PLN ULP BANDUNG TIMUR,DELTA,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3273.014,SPKLU PLN UID JAWA BARAT,DELTA,AC (Tipe 2),charging,Beroperasi,1,2466.78
01.POSO.00.3271.006,SPKLU BALAI KOTA BOGOR,PROTEKSINDO,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3204.011,SPKLU REST AREA KM 149 B RUAS PADALARANG - CILEUNYI,ABB,CCS2,available,Beroperasi,1,2466.78
01.PPOO.00.3171.030,SPKLU PT Asuransi Ramayana Tbk (Claim Center),Delta,CCS2,available,Beroperasi,2,2466.78
01.POSO.00.3211.003,SPKLU PLN UP3 SUMEDANG,PROTEKSINDO,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.5271.007,SPKLU LOMBOK EPICENTRUM MALL,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.5271.003,SPKLU MVP GRAND NATURA,Delta,CHAdeMO,,Beroperasi,2,2466.78
01.POSO.00.5271.006,SPKLU LOMBOK EPICENTRUM MALL,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3215.009,SPKLU REST AREA KM 57 A RUAS JAKARTA - CIKAMPEK,DELTA,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.3215.012,SPKLU REST AREA KM 62 B RUAS JAKARTA - CIKAMPEK,DELTA,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3211.001,SPKLU GOLF JATINANGOR,PROTEKSINDO,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.5271.006,SPKLU LOMBOK EPICENTRUM MALL,Delta,CCS2,available,Beroperasi,2,2466.78
01.POSO.00.3212.010,SPKLU REST AREA KM 130 B RUAS CIPALI,DELTA,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.3201.008,SPKLU PLN ULP BOGOR BARAT,DELTA,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3273.015,SPKLU PLN UIP JBT,DELTA,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3213.002,SPKLU REST AREA KM 101 B RUAS CIPALI (SC),DELTA,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.5271.002,SPKLU DINAS PERHUBUNGAN PROVINSI NTB,Proteksindo,CCS2,available,Beroperasi,3,2466.78
01.POSO.00.3204.006,SPKLU PLN ULP BANJARAN,DELTA,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.5271.003,SPKLU MVP GRAND NATURA,Delta,AC (Tipe 2),,Beroperasi,3,2466.78
01.POSO.00.3275.015,SPKLU REST AREA KM 19 A RUAS JAKARTA - CIKAMPEK,PROTEKSINDO,CHAdeMO,available,Beroperasi,1,2466.78
01.POSO.00.5271.002,SPKLU DINAS PERHUBUNGAN PROVINSI NTB,Proteksindo,CHAdeMO,,Beroperasi,2,2466.78
01.POSO.00.3279.001,SPKLU PLN ULP BANJAR,DELTA,AC (Tipe 2),available,Beroperasi,3,2466.78
01.POSO.00.5271.004,SPKLU SANTIKA MATARAM,Delta,CHAdeMO,,Beroperasi,2,2466.78
01.POSO.00.3507.003,SPKLU REST AREA KM 84 A Surabaya - Malang,EV Power 60,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.5271.005,SPKLU SMK 3 MATARAM,AC Mini Plus,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.5271.006,SPKLU LOMBOK EPICENTRUM MALL,Delta,CHAdeMO,finishing,Beroperasi,1,2466.78
01.POSO.00.3216.005,SPKLU PLN ULP CIBITUNG,DELTA,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3202.003,SPKLU PLN ULP CICURUG,DELTA,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3209.011,SPKLU REST AREA KM 228 A RUAS KANCI - PEJAGAN,DELTA,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3201.009,SPKLU PLN ULP BOJONGGEDE,DELTA,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3204.003,SPKLU PLN POSKO CIWIDEY,DELTA,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3272.005,SPKLU SEKDA SUKABUMI,DELTA,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3209.015,SPKLU REST AREA KM 229 B RUAS KANCI - PEJAGAN,DELTA,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.3207.001,SPKLU PLN ULP CIAMIS,DELTA,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3279.001,SPKLU PLN ULP BANJAR,DELTA,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.3217.001,SPKLU Kota Baru Parahyangan,DELTA,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.1372.003,SPKLU PLN UP3 SOLOK,Delta,CHAdeMO,available,Beroperasi,1,2466.78
01.POSO.00.3271.007,SPKLU PLN ULP BOGOR KOTA,DELTA,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3214.016,SPKLU REST AREA KM 88 B RUAS CIPULARANG,DELTA,CHAdeMO,available,Beroperasi,1,2466.78
01.POSO.00.5271.003,SPKLU MVP GRAND NATURA,Delta,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.6372.004,SPKLU PLN UIW Kalimantan Selatan dan Kalimantan Tengah,Delta,AC (Tipe 2),available,Beroperasi,3,2466.78
01.POSO.00.3214.017,SPKLU REST AREA KM 88 B RUAS CIPULARANG,PROTEKSINDO,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3215.013,SPKLU REST AREA KM 62 B RUAS JAKARTA - CIKAMPEK,DELTA,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.3208.001,SPKLU PLN ULP KUNINGAN,DELTA,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3217.005,SPKLU PLN ULP PADALARANG,DELTA,AC (Tipe 2),available,Beroperasi,1,2466.78
04.ROSO.00.3173.006,SPKLU Plaza Slipi Jaya,IOC Charger,AC (Tipe 2),finishing,Beroperasi,1,
01.POSO.00.3215.002,SPKLU PLN ULP CIKAMPEK,DELTA,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3212.001,SPKLU PLN ULP CIKEDUNG,DELTA,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3209.012,SPKLU REST AREA KM 228 A RUAS KANCI - PEJAGAN,DELTA,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.3205.006,SPKLU PLN ULP GARUT KOTA,DELTA,CHAdeMO,finishing,Beroperasi,1,2466.78
01.POSO.00.3204.004,SPKLU PLN POSKO NAGREG,DELTA,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3217.003,SPKLU PLN ULP CILILIN,DELTA,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3214.011,SPKLU REST AREA KM 88 A RUAS CIPULARANG,DELTA,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3275.013,SPKLU PLN UP3 BEKASI,DELTA,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3273.018,SPKLU PLN ULP CIJAWURA,DELTA,AC (Tipe 2),available,Beroperasi,1,2466.78
06.ROSO.00.3214.019,Prime Plaza Purwakarta 7 kW,WEEYU/ INJET,AC (Tipe 2),available,Beroperasi,1,
01.POSO.00.3275.016,SPKLU REST AREA KM 19 A RUAS JAKARTA - CIKAMPEK,PHIHONG,CHAdeMO,finishing,Beroperasi,1,2466.78
01.POSO.00.1376.001,SPKLU PLN UP3 PAYAKUMBUH,Delta,CHAdeMO,available,Beroperasi,1,2466.78
06.ROSO.00.3172.038,CBD Pluit 7 kW (3),WEEYU/ INJET,AC (Tipe 2),available,Beroperasi,1,
01.POSO.00.3276.020,SPKLU TSM CIBUBUR,CHARGECORE,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3273.037,SPKLU PLN ULP BANDUNG TIMUR,CS DC Charger,CCS2,available,Beroperasi,2,2466.78
01.POSO.00.3214.014,SPKLU REST AREA KM 88 B RUAS CIPULARANG,DELTA,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3216.006,SPKLU PLN ULP CIKARANG KOTA,DELTA,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3674.006,SPKLU Rest Area KM 7 Serpong,DELTA,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.3402.004,SPKLU PLN UP3 Yogyakarta,Proteksindo,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.1376.001,SPKLU PLN UP3 PAYAKUMBUH,Delta,CCS2,available,Beroperasi,2,2466.78
01.POSO.00.3201.011,SPKLU PLN ULP CILEUNGSI,DELTA,AC (Tipe 2),available,Beroperasi,1,2466.78
,Menara BTPN Charging Station,Wallbox,AC (Tipe 2),,Beroperasi,2,
01.PPOO.00.3174.041,SPKLU HVT MAMPANG BUSINESS PARK,HVT,CCS2,available,Beroperasi,3,2466.78
01.POSO.00.1171.001,SPKLU PLN UIW ACEH,Proteksindo DC EVDX-60,CCS2,available,Beroperasi,3,2466.78
01.POSO.00.5304.001,SPKLU AMIBELE ATAMBUA,Delta,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.1376.002,SPKLU PLN ULP PAYAKUMBUH,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
,Puri Indah Auto Center 22 kW (1),WEEYU/ INJET,AC (Tipe 2),available,Beroperasi,1,
01.POSO.00.3202.004,SPKLU PLN ULP CIKEMBAR,DELTA,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3213.007,SPKLU REST AREA KM 86 A RUAS CIKAMPEK - PALIMANAN,DELTA,CHAdeMO,available,Beroperasi,1,2466.78
06.ROSO.00.3172.041,Black Owl Kelapa Gading 7 kW (1),WEEYU/ INJET,AC (Tipe 2),available,Beroperasi,1,
01.POSO.00.3215.006,SPKLU REST AREA KM 42 B RUAS JAKARTA - CIKAMPEK,DELTA,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3212.011,SPKLU REST AREA KM 130 B RUAS CIPALI,PROTEKSINDO,AC (Tipe 2),available,Beroperasi,1,2466.78
