Nomor Identitias,Nama Stasiun,Merek Mesin,Jenis Pengisian,Status Instalasi,Harga Pengisian (Rp),Harga Layanan (Rp),Daya,Jumlah Nozzle,Arus Maksimal,Peralatan Catu Daya Listrik,Sistem Kontrol Arus Mesin,Sistem Kontrol Tegangan Mesin,Sistem Kontrol Komunikasi Mesin,Sistem Keamanan Mesin,GPS,Panjang Mesin (Cm),Lebar Mesin (Cm),Tinggi Mesin (Cm),Berat Mesin (Kg),Panjang Nozzle (Cm),Lebar Nozzle (Cm),Tinggi Nozzle (Cm),Diameter Nozzle (Cm)
01.POSO.00.3209.004,Rest Area KM 208 B Ruas Palikanci,DELTA,Fast Charging,Beroperasi,2466.78,0,25000,1,40,Ada,Ada,Ada,Ada,Ada,Ada,68,23,43,43,45,2,15,2
01.POSO.00.3209.005,Rest Area KM 208 B Ruas Palikanci,ABB,Fast Charging,Beroperasi,2466.78,0,50000,2,125,Ada,Ada,Ada,Ada,Ada,Ada,56.5,78,190,325,39,4,15,4
01.POSO.00.3209.006,Rest Area KM 208 B Ruas Palikanci,DELTA,Fast Charging,Beroperasi,2466.78,0,50000,2,80,Ada,Ada,Ada,Ada,Ada,Ada,68,23,43,43,45,2,15,2
01.PPOO.00.3273.007,SPKLU (ARISTA POWER) BYD BANDUNG,EV POWER,Ultra Fast Charging,Beroperasi,2466.78,0,60000,2,125,Ada,Ada,Ada,Ada,Ada,Ada,65,38,95,100,5,4,15,4
01.PPOO.00.3276.002,SPKLU (ARISTA POWER) BYD DEPOK,EV POWER,Ultra Fast Charging,Beroperasi,2466.78,0,60000,2,125,Ada,Ada,Ada,Ada,Ada,Ada,65,38,95,100,5,4,15,4
01.POSO.00.3271.005,SPKLU Alun-Alun Kota Bogor,PROTEKSINDO,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,28,19,163,5,4,2,15,2
01.POSO.00.3203.002,SPKLU ALUN-ALUN SINDANGBARANG,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3273.008,SPKLU BALAI KOTA BANDUNG,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3273.009,SPKLU BALAI KOTA BANDUNG,DELTA,Fast Charging,Beroperasi,2466.78,0,25000,1,40,Ada,Ada,Ada,Ada,Ada,Ada,68,23,43,43,45,2,15,2
01.POSO.00.3271.006,SPKLU BALAI KOTA BOGOR,PROTEKSINDO,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,28,19,163,5,4,2,15,2
01.POSO.00.3203.003,SPKLU Dinas Perhubungan Kabupaten Cianjur,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3202.001,SPKLU Dormitory IP Pelabuhan Ratu,PROTEKSINDO,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,28,19,163,5,4,2,15,2
01.POSO.00.3210.001,SPKLU Fieris Hotel Kertajati,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3204.001,SPKLU GEDUNG BUDAYA SABILULUNGAN,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3211.001,SPKLU GOLF JATINANGOR,PROTEKSINDO,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,28,19,163,5,4,2,15,2
01.POSO.00.3211.002,SPKLU Hotel Emaki Jatinangor,PROTEKSINDO,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,28,19,163,5,4,2,15,2
01.PPOO.00.3201.003,SPKLU HVT Rest Area KM 45 Ciawi,PHIHONG,Ultra Fast Charging,Beroperasi,2466.78,0,60000,2,120,Ada,Ada,Ada,Ada,Ada,Ada,70,33,180,235,5,4,15,4
01.PPOO.00.3214.001,SPKLU HVT REST AREA KM 97 CIPULARANG,PHIHONG,Ultra Fast Charging,Beroperasi,2466.78,0,60000,2,120,Ada,Ada,Ada,Ada,Ada,Ada,70,33,180,235,5,4,15,4
01.POSO.00.3217.001,SPKLU Kota Baru Parahyangan,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3217.002,SPKLU Kota Baru Parahyangan,DELTA,Fast Charging,Beroperasi,2466.78,0,25000,2,40,Ada,Ada,Ada,Ada,Ada,Ada,68,23,43,43,45,2,15,2
01.POSO.00.3205.001,SPKLU KP LIMBANGAN,PHIHONG,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,29,15,50,10,4,2,15,2
01.POSO.00.3205.002,SPKLU KP LIMBANGAN,PROTEKSINDO,Ultra Fast Charging,Beroperasi,2466.78,0,82000,3,150,Ada,Ada,Ada,Ada,Ada,Ada,92.3,75,188.5,200,5,4,15,4
01.POSO.00.3203.004,SPKLU PEMDA CIANJUR,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3205.003,SPKLU PEMDA GARUT,PHIHONG,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,29,15,50,10,4,2,15,2
01.POSO.00.3204.002,SPKLU PENDOPO SRI AGUNG JAYA MARGAASIH,DELTA,Slow Charging,Beroperasi,2466.78,0,7400,1,32,Ada,Ada,Ada,Ada,Ada,Ada,36.3,13.6,31.8,4.4,45,2,15,2
01.POSO.00.3215.001,SPKLU PERUM GRAND TARUMA,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3201.004,SPKLU PLN CITRALAND CIBUBUR,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3201.005,SPKLU PLN CITRALAND CIBUBUR,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3273.010,SPKLU PLN GEOWISATA INN,PROTEKSINDO,Fast Charging,Beroperasi,2466.78,0,40000,2,105.2631579,Ada,Ada,Ada,Ada,Ada,Ada,92.3,75,188.5,200,5,4,15,4
01.POSO.00.3278.001,SPKLU PLN Horison Tasikmalaya,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3203.005,SPKLU PLN HOTEL LE EMINENCE,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3273.011,SPKLU PLN ICON HUB (BRAGA HERITAGE),DELTA,Ultra Fast Charging,Beroperasi,2466.78,0,200000,2,300,Ada,Ada,Ada,Ada,Ada,Ada,59,80,150,350,45,4,15,4
01.POSO.00.3273.012,SPKLU PLN ICON HUB (BRAGA HERITAGE),DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3273.013,SPKLU PLN ICON HUB (BRAGA HERITAGE),DELTA,Slow Charging,Beroperasi,2466.78,0,7400,1,32,Ada,Ada,Ada,Ada,Ada,Ada,36.3,13.6,31.8,4.4,45,2,15,2
01.POSO.00.3201.006,SPKLU PLN MARKETING HARVEST CITY,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3203.006,SPKLU PLN POSKO CIMACAN,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3203.007,SPKLU PLN POSKO CIRANJANG,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3204.003,SPKLU PLN POSKO CIWIDEY,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3204.004,SPKLU PLN POSKO NAGREG,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3204.005,SPKLU PLN POSKO PANGALENGAN,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3203.008,SPKLU PLN RAJA FO CIMACAN,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3201.007,SPKLU PLN SPORT CLUB KOTAWISATA,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3273.014,SPKLU PLN UID JAWA BARAT,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3273.015,SPKLU PLN UIP JBT,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3273.016,SPKLU PLN UIP JBT,DELTA,Fast Charging,Beroperasi,2466.78,0,25000,2,40,Ada,Ada,Ada,Ada,Ada,Ada,68,23,43,43,45,2,15,2
01.POSO.00.3216.004,SPKLU PLN ULP BABELAN,DELTA,Slow Charging,Beroperasi,2466.78,0,7400,1,32,Ada,Ada,Ada,Ada,Ada,Ada,36.3,13.6,31.8,4.4,45,2,15,2
01.POSO.00.3273.017,SPKLU PLN ULP BANDUNG TIMUR,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3279.001,SPKLU PLN ULP BANJAR,DELTA,Fast Charging,Beroperasi,2466.78,0,50000,3,80,Ada,Ada,Ada,Ada,Ada,Ada,68,23,43,43,45,2,15,2
01.POSO.00.3204.006,SPKLU PLN ULP BANJARAN,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3275.009,SPKLU PLN ULP BANTAR GEBANG,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3275.010,SPKLU PLN ULP BEKASI KOTA,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3201.008,SPKLU PLN ULP BOGOR BARAT,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3271.007,SPKLU PLN ULP BOGOR KOTA,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3201.009,SPKLU PLN ULP BOJONGGEDE,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3207.001,SPKLU PLN ULP CIAMIS,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3202.002,SPKLU PLN ULP CIBADAK,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3201.010,SPKLU PLN ULP CIBINONG,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3216.005,SPKLU PLN ULP CIBITUNG,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3202.003,SPKLU PLN ULP CICURUG,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3273.018,SPKLU PLN ULP CIJAWURA,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3205.004,SPKLU PLN ULP CIKAJANG,PHIHONG,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,29,15,50,10,4,2,15,2
01.POSO.00.3215.002,SPKLU PLN ULP CIKAMPEK,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3216.006,SPKLU PLN ULP CIKARANG KOTA,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3212.001,SPKLU PLN ULP CIKEDUNG,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3202.004,SPKLU PLN ULP CIKEMBAR,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3201.011,SPKLU PLN ULP CILEUNGSI,DELTA,Slow Charging,Beroperasi,2466.78,0,7400,1,32,Ada,Ada,Ada,Ada,Ada,Ada,36.3,13.6,31.8,4.4,45,2,15,2
01.POSO.00.3217.003,SPKLU PLN ULP CILILIN,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3277.001,SPKLU PLN ULP CIMAHI SELATAN,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3276.005,SPKLU PLN ULP CIMANGGIS,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3203.009,SPKLU PLN ULP CIPANAS,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3201.012,SPKLU PLN ULP CIPAYUNG,EV POWER,Ultra Fast Charging,Beroperasi,2466.78,0,120000,2,250,Ada,Ada,Ada,Ada,Ada,Ada,75,63,180,300,5,4,15,4
01.POSO.00.3201.013,SPKLU PLN ULP CIPAYUNG,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3274.001,SPKLU PLN ULP CIREBON KOTA,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3201.014,SPKLU PLN ULP CITEUREUP,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3276.006,SPKLU PLN ULP DEPOK KOTA,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3205.005,SPKLU PLN ULP GARUT KOTA,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3205.006,SPKLU PLN ULP GARUT KOTA,DELTA,Fast Charging,Beroperasi,2466.78,0,25000,2,40,Ada,Ada,Ada,Ada,Ada,Ada,68,23,43,43,45,2,15,2
01.POSO.00.3212.002,SPKLU PLN ULP HAURGEULIS,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3201.015,SPKLU PLN ULP JASINGA,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3212.003,SPKLU PLN ULP JATIBARANG,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3210.002,SPKLU PLN ULP JATIWANGI,PROTEKSINDO,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,28,19,163,5,4,2,15,2
01.POSO.00.3201.016,SPKLU PLN ULP JONGGOL,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3206.001,SPKLU PLN ULP KARANGNUNGGAL,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3215.003,SPKLU PLN ULP KARAWANG KOTA,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3273.019,SPKLU PLN ULP KOPO,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3208.001,SPKLU PLN ULP KUNINGAN,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3205.007,SPKLU PLN ULP LELES,PHIHONG,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,29,15,50,10,4,2,15,2
01.POSO.00.3216.007,SPKLU PLN ULP LEMAHABANG,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3217.004,SPKLU PLN ULP LEMBANG,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3201.017,SPKLU PLN ULP LEUWILIANG,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3204.007,SPKLU PLN ULP MAJALAYA KOTA,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3210.003,SPKLU PLN ULP MAJALENGKA,PROTEKSINDO,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,28,19,163,5,4,2,15,2
01.POSO.00.3275.011,SPKLU PLN ULP MEDAN SATRIA,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3275.012,SPKLU PLN ULP MUSTIKA JAYA,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3217.005,SPKLU PLN ULP PADALARANG,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3205.008,SPKLU PLN ULP PAMEUNGPEUK,PHIHONG,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,29,15,50,10,4,2,15,2
01.POSO.00.3218.001,SPKLU PLN ULP PANGANDARAN,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3218.002,SPKLU PLN ULP PANGANDARAN,DELTA,Fast Charging,Beroperasi,2466.78,0,25000,2,40,Ada,Ada,Ada,Ada,Ada,Ada,68,23,43,43,45,2,15,2
01.POSO.00.3202.005,SPKLU PLN ULP PELABUHAN RATU,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3277.002,SPKLU PLN ULP PRIMA CIBABAT,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3214.002,SPKLU PLN ULP PURWAKARTA KOTA,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3217.006,SPKLU PLN ULP RAJAMANDALA,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3206.002,SPKLU PLN ULP RAJAPOLAH,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3276.007,SPKLU PLN ULP SAWANGAN,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3206.003,SPKLU PLN ULP SINGAPARNA,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3213.001,SPKLU PLN ULP SUBANG,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3272.001,SPKLU PLN ULP SUKABUMI KOTA,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3272.002,SPKLU PLN ULP SUKABUMI KOTA,PROTEKSINDO,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,28,19,163,5,4,2,15,2
01.POSO.00.3202.006,SPKLU PLN ULP SUKARAJA,DELTA,Slow Charging,Beroperasi,2466.78,0,7400,1,32,Ada,Ada,Ada,Ada,Ada,Ada,36.3,13.6,31.8,4.4,45,2,15,2
01.POSO.00.3209.007,SPKLU PLN ULP SUMBER,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3216.008,SPKLU PLN ULP TAMBUN,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3203.010,SPKLU PLN ULP TANGGEUNG,DELTA,Slow Charging,Beroperasi,2466.78,0,7400,1,32,Ada,Ada,Ada,Ada,Ada,Ada,36.3,13.6,31.8,4.4,45,2,15,2
01.POSO.00.3278.002,SPKLU PLN ULP TASIKMALAYA KOTA,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3278.003,SPKLU PLN ULP TASIKMALAYA KOTA,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3278.004,SPKLU PLN ULP TASIKMALAYA KOTA,DELTA,Fast Charging,Beroperasi,2466.78,0,25000,1,40,Ada,Ada,Ada,Ada,Ada,Ada,68,23,43,43,45,2,15,2
01.POSO.00.3273.020,SPKLU PLN ULP UJUNGBERUNG,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3273.021,SPKLU PLN UP3 BANDUNG,DELTA,Fast Charging,Beroperasi,2466.78,0,50000,3,80,Ada,Ada,Ada,Ada,Ada,Ada,68,23,43,43,45,2,15,2
01.POSO.00.3275.013,SPKLU PLN UP3 BEKASI,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3275.014,SPKLU PLN UP3 BEKASI,PHIHONG,Fast Charging,Beroperasi,2466.78,0,30000,2,60,Ada,Ada,Ada,Ada,Ada,Ada,61,23,69,80,4,4,15,4
01.POSO.00.3203.011,SPKLU PLN UP3 CIANJUR,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3216.009,SPKLU PLN UP3 CIKARANG,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
